Index,avg_price_per_kg
246,6.668376358225942
247,3.5521212350577116
248,7.011125585064292
249,6.210275253280997
250,8.877692511305213
251,8.601163756102324
252,9.03568566404283
253,6.0871176198124886
254,7.6787220519036055
255,6.317762900143862
256,5.1168432626873255
257,8.598623223602772
258,8.092371817678213
259,8.125566098839045
260,8.050458032637835
261,6.009464917704463
262,8.283105885609984
263,6.3970503732562065
264,6.137444991618395
265,3.8965871147811413
266,6.7847404684871435
267,4.690163496881723
268,5.8700876869261265
269,6.254771675914526
270,6.656705632805824
271,8.75188690237701
272,6.281402617692947
273,9.086951773613691
274,3.2354533076286316
275,8.580637147650123
276,8.560601210221648
277,6.0291781816631556
278,6.666994791477919
279,5.185778506100178
280,7.883208964020014
281,6.975908741354942
282,6.470414714887738
283,5.6461424473673105
284,3.5323897786438465
285,7.780807811766863
286,3.9982410855591297
287,6.079716105014086
288,5.98291801661253
289,7.458986798301339
290,9.420033063739538
291,5.723374346271157
292,5.594710845500231
293,6.02940358966589
294,2.2814291920512915
295,7.619441773742437
296,8.293843986466527
297,8.77296139858663
298,8.586400803178549
299,7.688319964334369
300,5.340607814490795
301,6.284320283681154
302,4.7356775887310505
303,5.010738383978605
304,6.752741986885667
305,8.637465327978134
306,8.706549268215895
307,6.087969295680523
308,4.027682553976774
309,8.111680041998625
310,5.359879340976477
311,7.139589069411159
312,7.431969115510583
313,5.96554453484714
314,8.428685748949647
315,8.285630187019706
316,7.3533530328422785
317,5.873771071434021
318,6.551235195249319
319,6.220237610861659
320,6.176482390612364
321,6.592757906764746
322,5.537598557770252
323,5.843308009207249
324,7.7486502062529325
325,5.837363759055734
326,5.430092953145504
327,8.01385361328721
328,6.647101774811745
329,8.807810021564364
330,7.57264287956059
331,6.656388249248266
332,5.198291305452585
333,7.733661377802491
334,6.993258656933904
335,7.66854589805007
336,7.9887163657695055
337,8.227413814514875
338,4.739785820245743
339,8.62784331291914
340,4.4173003025352955
341,7.481806313619018
342,6.634659418836236
343,9.023767370730639
344,6.236313907429576
345,8.652207406237721
346,8.160875717177987
347,8.815239489078522
348,5.4552834667265415
349,7.784463478252292
350,8.385148609057069
351,7.7015051152557135
352,8.64903593622148
353,7.653713312000036
354,8.231283333152533
355,8.59516934119165
356,6.534372068941593
357,6.090839609503746
358,8.686346627771854
359,8.738808808848262
360,7.33675897307694
361,8.470309963449836
362,6.602754767984152
363,8.626752195879817
364,8.739809986203909
365,7.857277762144804
366,6.720735197886825
367,7.990878256037831
368,8.026123458519578
369,7.58702514693141
370,7.916154246777296
371,5.823433777317405
372,5.0985795147717
373,6.78102470189333
374,8.496979918330908
375,5.3144827745854855
376,7.504201730713248
377,5.342225352302194
378,5.428908493369818
379,7.653713312000036
380,4.707172993570566
381,7.733385441824794
382,7.238833921030164
383,7.1184045393019915
384,7.322235437110066
385,6.348286518827081
386,7.578871455043554
387,5.341999165713787
388,7.881729369983077
389,6.061448639258742
390,8.187331486493349
391,8.377886904403567
392,6.641712645068765
393,9.642498506233096
394,6.332403464242816
395,1.321842947974801
396,7.85469008423388
397,5.744112726300955
398,7.030555225908756
399,7.666306633502245
400,6.94456228800118
401,6.342086713761091
402,4.970519367605448
403,8.928659403696656
404,6.045464539900422
405,5.529508657753468
406,8.053802635520697
407,6.059971755370498
408,6.78416015766561
409,3.983685154467821
410,8.434424826875329
411,8.770798122510314
412,6.135536132380366
413,6.166200777515769
414,7.690581928938627
415,7.096010206267238
416,6.2308489959686995
417,7.695631574839354
418,6.154809294268489
419,8.66895861364901
420,4.949245724827051
421,7.706405874341726
422,4.5557214096188545
423,7.380819903686643
424,5.405042812228203
425,6.563718967139721
426,6.354157788679004
427,8.003423016518354
428,6.6805883012712
429,7.495344264432788
430,6.8333142679184675
431,8.669384421780705
432,6.839136775583029
433,7.9010822884738445
434,8.901547087356448
435,6.168114449828863
436,7.9347722958773375
437,5.40992259606719
438,6.624203443527222
439,5.871399560943246
440,6.646837808191776
441,9.012543162330985
442,8.114659080281854
443,8.69530756212771
444,8.79755562543869
445,8.956721326336265
446,8.14274561777711
447,5.585437465459108
448,7.545153144747019
449,8.396174665540457
450,8.472867053002119
451,8.277387237176299
452,6.146439811214805
453,8.093831177800894
454,6.822337968274951
455,7.612711634486914
456,8.342038156464696
457,8.396215859800577
458,8.604253638535738
459,3.9368732012808323
460,7.199034722521901
461,4.902810622006655
462,8.32934507355094
463,5.282695133239031
464,4.1872360445559025
465,8.441499952226877
466,4.66554344072938
467,4.332363184541464
468,8.34556102193892
469,5.2710149474442005
470,8.412076944485307
471,7.3285314086824656
472,8.792144304141402
473,6.042514264583588
474,5.495131500065327
475,4.174546677619219
476,8.108162781223655
477,8.783240607008338
478,5.5274526085704565
479,6.3387154676020145
480,6.2668441869318485
481,5.46448116004467
482,8.00669814273715
483,8.521033817902207
484,6.2804022543132305
485,9.000222845003009
486,7.846334125846624
487,9.006522474810481
488,6.73168433830142
489,8.38087178580463
490,5.527564665302634
491,4.662113148719072
492,6.570107761770487
493,6.469399508088827
494,8.251683296635747
495,9.217197960242629
496,6.58885913528502
497,6.055141007527709
498,8.284936379641294
499,8.245533933863044
500,7.833734724670649
501,8.684362085536122
502,5.887085739523172
503,8.333637895062566
504,8.374082634225488
505,8.433238107711077
506,8.283651707693934
507,7.988163853064179
508,5.09805591031909
509,8.2570438105613
510,6.162107912823558
511,8.372587356716394
512,6.991170635446906
513,6.28105740994215
514,6.012032371014357
515,8.368779798969626
516,9.001187337562442
517,8.78492546454072
518,6.381708215922117
519,7.523125244304538
520,6.158310880884528
521,8.372614519670606
522,6.826603963971138
523,6.85471704043448
524,5.053863152861595
525,7.686965111643076
526,6.764651406556368
527,8.015083070844412
528,3.8683064375072718
529,3.9368732012808323
530,8.464187936857343
531,8.670597089454532
532,5.9221239276230335
533,8.616514367982745
534,8.814203007146716
535,8.81296095624566
536,8.372587356716394
537,7.275935182347894
538,7.038513528183103
539,5.138577729463577
540,7.821744468063116
541,8.315484615042806
542,4.78210667707026
543,7.844599325209856
544,8.866142466664314
545,6.9640359207987785
546,4.940441805869341
547,8.761200679466128
548,5.958977594971657
549,8.454264475032687
550,7.458961853757501
551,4.888477120548487
552,6.251848561689258
553,6.24925635010004
554,5.2376389894634485
555,6.13695902377367
556,3.425430105999112
557,8.742339866235852
558,8.44048990868032
559,4.297986667603254
560,5.852654118090868
561,9.258203130215406
562,4.603127995505929
563,4.952130105346441
564,5.053040515631437
565,7.733849097043276
566,4.39348266646266
567,8.244731592014432
568,5.129034895449877
569,8.382046910002828
570,8.718024557456374
571,3.9982410855591297
572,5.9247388653457165
573,8.631663022562861
574,8.216540453955531
575,6.606170246377587
576,5.845446556806564
577,6.164821606129408
578,5.895312760025263
579,7.647797318175435
580,8.123149368911982
581,6.253180157393217
582,7.37379620783031
583,5.698310531675816
584,7.6405842658132315
585,7.39697483740747
586,7.282520378008485
587,7.071883438155055
588,9.134611399844289
589,6.507691767066717
590,6.164571261033416
591,9.042505661025643
592,6.840243952348828
593,5.661685090512037
594,5.362559292465448
595,8.435622809454799
596,6.367259629070759
597,6.443159490823746
598,5.932803213596344
599,7.038875779137015
600,3.2620999924838543
601,7.213646048679948
602,6.315929636359215
603,9.139794474467635
604,5.949713038280606
605,8.532821016386151
606,3.801742982119322
607,8.330670956522226
608,3.132502457126975
609,8.458742490038276
610,8.636764666065574
611,8.633767629042268
612,8.398976089432836
613,7.650241602212191
614,5.675952311605215
615,8.65952287055552
616,6.064441025257111
617,6.131007617339492
618,8.359791291877627
619,4.340974863618612
620,8.861898077651858
621,8.108829390257597
622,9.227919559925795
623,8.140001269057393
624,5.27886987477541
625,6.502949979156256
626,8.813026232644916
627,6.278925079852343
628,5.349086944013834
629,7.723666263744235
630,7.55583418533206
631,5.040246043354273
632,6.615460094064474
633,5.287762057036161
634,5.931807495653629
635,5.717829380184412
636,6.143658027052879
637,8.859951604157686
638,6.044269174337387
639,4.162935145199299
640,5.7834907453507185
641,5.5972710102796555
642,5.394183674827218
643,9.000222845003009
644,4.943241290748119
645,7.91749108210206
646,4.509817581623793
647,7.574094969779253
648,5.405264709144831
649,9.122958427295089
650,8.452959241345525
651,5.632597576826811
652,7.407375825569034
653,6.176837207749486
654,8.004648264497519
655,5.053390461951494
656,7.990878256037831
657,6.394890978932381
658,5.158755000680685
659,7.270418096333742
660,8.284214185550809
661,5.569014508277178
662,6.300502631813288
663,5.863846581429243
664,3.948066145181656
665,8.900972541421652
666,7.288579734042287
667,8.268250511959195
668,4.411709824576974
669,9.58002908155322
670,6.635764056816697
671,9.0056162904948
672,5.8846907168626785
673,4.72419061511755
674,6.327608108520508
675,10.927194591611624
676,8.321151988580823
677,2.79383397474885
678,8.012823063880205
679,7.530231622979045
680,6.118802463635802
681,6.000627979636192
682,8.354622492566705
683,6.001847490668297
684,7.4302709344774485
685,7.90864092297852
